Radical,Freq.,General standard #,,HSK 3.0,Stroke count,Character,Pronounciation,Meaning
金 167.6,3057,2308,0.0000090747,7–9,11,铲,chǎn,"spade, shovel, trowel, scoop"
金 167.6,3217,2305,0.0000075089,7–9,11,铝,lǚ,aluminum
金 167.6,3588,4872,0.0000048371,,11,铢,zhū,"unit of weight, one twenty-fourth of a Chinese ounce (liang)"
金 167.6,3760,2303,0.0000038656,,11,铐,kào,"shackles, manacles"
金 167.6,4189,4880,0.0000024237,,11,铬,gè,chromium
金 167.6,4211,5778,0.0000023514,,14,銮,luán,bells hung on horse; bells hung
金 167.6,4314,4870,0.0000021085,,11,铠,kǎi,"armor, chain mail"
金 167.6,4436,2304,0.0000018191,,11,铛,dāng,frying pan; warming vessel
金 167.6,4496,4871,0.0000016899,,11,铡,zhá,sickle for cutting grass or hay
金 167.6,4630,4883,0.0000014212,,11,铰,jiǎo,"hinge; shears, scissors"
金 167.6,4683,4877,0.0000013230,,11,铩,shā,moult
金 167.6,4749,4876,0.0000012351,,11,铨,quán,"weigh, measure; select officials"
金 167.6,4786,4873,0.0000011679,,11,铣,xǐ,mill
金 167.6,4787,4884,0.0000011679,,11,铱,yī,iridium
金 167.6,5095,4886,0.0000008630,,11,铵,ǎn,ammonium
金 167.6,5530,4875,0.0000005685,,11,铧,huá,"spade, shovel, plowshare"
金 167.6,5842,7634,0.0000003876,,14,銎,qióng,eyehole to hang an axe by
金 167.6,5914,4882,0.0000003617,,11,铯,sè,cesium
金 167.6,5951,4866,0.0000003514,,11,铒,ěr,erbium
金 167.6,6031,4865,0.0000003152,,11,铑,lǎo,rhodium
金 167.6,6373,4868,0.0000001809,,11,铙,náo,cymbals; hand bell; disturb
金 167.6,6488,7181,0.0000001499,,11,铖,chéng,person's name
金 167.6,6536,4867,0.0000001395,,11,铗,jiá,"tongs, pincers; dagger; sword"
金 167.6,6564,,0.0000001344,,11,铦,xiān,"sharp, keen-edged; a kind of hoe"
金 167.6,6619,4869,0.0000001240,,11,铟,yīn,indium
金 167.6,6658,4887,0.0000001137,,11,铷,rú,rubidium
金 167.6,6706,4879,0.0000001034,,11,铫,diào,large hoe; surname; a spear
金 167.6,6793,7179,0.0000000879,,11,铕,yǒu,europium
金 167.6,6874,4878,0.0000000775,,11,铪,hā,hafnium
金 167.6,6881,,0.0000000775,,14,銀,yín,"silver; cash, money, wealth"
金 167.6,6892,,0.0000000723,,14,銧,guāng,point of a sword
金 167.6,7035,7183,0.0000000568,,11,铚,zhì,a sickle
金 167.6,7103,7176,0.0000000517,,11,铏,xíng,sacrificial cauldron
金 167.6,7445,7185,0.0000000310,,11,铥,diū,thulium
金 167.6,7748,7184,0.0000000207,,11,铞,diào,
金 167.6,8547,,0.0000000103,,14,銑,xiǎn,mill
金 167.6,8690,,0.0000000103,,14,銊,xù,
金 167.6,8691,,0.0000000103,,14,銘,míng,"inscribe, engrave; unforgettably"
金 167.6,8764,,0.0000000103,,14,銦,yīn,indium
金 167.6,8932,,0.0000000052,,14,銝,xiū,
金 167.6,9169,,0.0000000052,,14,銌,zùn,
金 167.6,9300,,0.0000000052,,14,銒,xíng,
金 167.6,9301,,0.0000000052,,14,銙,kuǎ,
金 167.6,9598,,0.0000000052,,14,銓,quán,"weigh, measure; select officials"
金 167.6,9599,,0.0000000052,,14,銜,xián,"bit; hold in mouth, bite; gag"
金 167.6,9732,,0.0000000052,,14,銅,tóng,"copper, brass, bronze cuprum"
金 167.6,9845,,0.0000000052,,14,銫,sè,cesium
金 167.6,9909,,0.0000000052,,14,鉽,shì,
金 167.6,—,7177,0.0000000000,,11,𫓯,jī,
金 167.6,—,7178,0.0000000000,,11,𫟹,hóng,trigger
金 167.6,—,7180,0.0000000000,,11,𫟼,dá,(chemistry) darmstadtium
金 167.6,—,7182,0.0000000000,,11,铘,yé,sword
金 167.6,—,7186,0.0000000000,,11,铴,tāng,gong
金 167.7,904,2659,0.0001902855,4,12,销,xiāo,"melt, fuse; market, sell"
金 167.7,1558,2660,0.0000653113,5,12,锁,suǒ,"lock, padlock; shackles, chains"
金 167.7,1613,2657,0.0000602261,6,12,铺,pù,"shop, store; place sleep, bed"
金 167.7,1671,2664,0.0000557249,6,12,锋,fēng,"point of spear, sharp point"
金 167.7,1851,2666,0.0000440404,7–9,12,锐,ruì,"sharp, keen, acute, pointed"
金 167.7,2074,2662,0.0000331569,5,12,锅,guō,"cooking-pot, saucepan"
金 167.7,2099,2658,0.0000321595,7–9,12,链,liàn,"chain, wire, cable; chain, shack"
金 167.7,2530,2656,0.0000186249,7–9,12,铸,zhù,"melt, cast; coin, mint"
金 167.7,3366,2663,0.0000061911,7–9,12,锈,xiù,"rust, corrode"
金 167.7,3533,2665,0.0000051265,,12,锌,xīn,zinc
金 167.7,3545,2661,0.0000050697,,12,锄,chú,hoe; eradicate
金 167.7,3923,5865,0.0000031989,,15,鋆,yún,gold; character used in personal name
金 167.7,4111,5180,0.0000026718,,12,铿,kēng,"strike, beat, stroke; jingling"
金 167.7,4273,5186,0.0000022015,,12,锏,jiǎn,kind of rapier
金 167.7,4499,6002,0.0000016744,,15,鋈,wù,silver plating
金 167.7,4709,4874,0.0000012868,,11,铤,dìng,"ingots, bars of metal; hurry"
金 167.7,4821,5181,0.0000011266,,12,锃,zèng,polish
金 167.7,4866,5185,0.0000010801,,12,锉,cuò,to file; rasp
金 167.7,4873,5182,0.0000010749,,12,锂,lǐ,lithium
金 167.7,5340,5188,0.0000006873,,12,锒,láng,lock
金 167.7,5396,5187,0.0000006460,,12,锑,tī,antimony
金 167.7,5501,5183,0.0000005891,,12,锆,gào,zirconium
金 167.7,5923,7379,0.0000003566,,12,锊,lüè,6 oz; ancient measurement
金 167.7,6048,7380,0.0000003049,,12,锍,liǔ,
金 167.7,6131,7383,0.0000002687,,12,锓,qǐn,carve
金 167.7,6145,5184,0.0000002636,,12,锇,é,osmium
金 167.7,6157,5189,0.0000002584,,12,锔,jū,curium
金 167.7,6226,7381,0.0000002274,,12,锎,kāi,caesium
金 167.7,6941,,0.0000000672,,11,铓,máng,point of sword; sharp point
金 167.7,6955,,0.0000000672,,15,鋬,pàn,
金 167.7,7005,5179,0.0000000620,,12,铼,lái,rhenium
金 167.7,7118,,0.0000000517,,15,鋵,tū,
金 167.7,7198,,0.0000000465,,15,銳,ruì,"sharp, keen, acute, pointed"
金 167.7,7489,,0.0000000310,,15,銷,xiāo,"melt, fuse; market, sell; to pass time, finish, cancel"
金 167.7,7654,7376,0.0000000258,,12,铽,tè,terbium
金 167.7,7706,,0.0000000258,,15,鋊,yù,a poker; brass filings; to file
金 167.7,7726,5178,0.0000000207,,12,铻,wú,misfit; disordant; music instrument; hoe
金 167.7,8018,,0.0000000155,,15,鋐,hóng,utensil; implement
金 167.7,8103,,0.0000000155,,15,銶,qiú,chisel
金 167.7,8498,,0.0000000103,,14,鋋,chán,
金 167.7,8548,,0.0000000103,,15,鋫,lí,
金 167.7,8592,7374,0.0000000103,,12,铹,láo,lawrencium (Lr)
金 167.7,8692,,0.0000000103,,15,鋤,chú,hoe; eradicate
金 167.7,8693,,0.0000000103,,15,鋭,ruì,sharp
金 167.7,8778,,0.0000000103,,15,鋅,xīn,zincum
金 167.7,8910,,0.0000000052,,15,鋕,zhì,engrave
金 167.7,9170,,0.0000000052,,15,鋂,méi,bit cup
金 167.7,9171,,0.0000000052,,15,鋎,hàn,
金 167.7,9600,,0.0000000052,,15,鋇,bèi,barium
金 167.7,9601,,0.0000000052,,15,鋒,fēng,"point of spear, sharp point"
金 167.7,9602,,0.0000000052,,15,鋰,lǐ,lithium
金 167.7,9785,,0.0000000052,,15,鋪,pù,"spread out, arrange; shop, store; place to sleep, bed"
金 167.7,9910,,0.0000000052,,15,銲,hàn,"solder, weld; leg armor, greaves"
金 167.7,—,7373,0.0000000000,,12,鿏,mài,meitnerium
金 167.7,—,7375,0.0000000000,,12,𬭊,dù,(chemistry) dubnium (Db)
金 167.7,—,7377,0.0000000000,,12,𨱇,qiú,
金 167.7,—,7378,0.0000000000,,12,𫓶,xuān,
金 167.7,—,7382,0.0000000000,,12,𬭎,hóng,state in today's Hubei province
金 167.8,638,2936,0.0003224791,1,13,错,cuò,"error, blunder, mistake; wrong"
金 167.8,1471,2943,0.0000745928,5,13,键,jiàn,"door bolt, lock bolt; key"
金 167.8,1947,2942,0.0000396994,7–9,13,锦,jǐn,"brocade, tapestry; embroidered"
金 167.8,2058,2938,0.0000340355,7–9,13,锡,xī,"tin, stannum; bestow, confer"
金 167.8,2937,2940,0.0000107026,7–9,13,锤,chuí,balance weight on scale; hammer
金 167.8,3064,2941,0.0000089817,,13,锥,zhuī,"gimlet, awl, drill, auger; bore"
金 167.8,3078,2944,0.0000088319,7–9,13,锯,jù,a saw; to saw; amputate
金 167.8,3154,4881,0.0000080877,,11,铮,zhēng,clanging sound; small gong
金 167.8,3162,2939,0.0000080205,,13,锣,luó,gong
金 167.8,3500,2937,0.0000053384,,13,锚,máo,anchor
金 167.8,3948,5488,0.0000031266,,13,锢,gù,run metal into cracks; confine
金 167.8,4199,5491,0.0000023824,,13,锭,dìng,"spindle, slab, cake, tablet"
金 167.8,4204,2945,0.0000023720,,13,锰,měng,manganese
金 167.8,4644,5487,0.0000014005,,13,锟,kūn,ancient treasured sword
金 167.8,4650,5489,0.0000013850,,13,锨,xiān,shovel
金 167.8,4938,6079,0.0000010026,,16,錾,zàn,"engraving tool, chisel"
金 167.8,5341,5190,0.0000006873,,12,锕,ā,actinium (Ac)
金 167.8,5503,,0.0000005891,,16,錢,qián,"money, currency, coins"
金 167.8,5553,5490,0.0000005581,,13,锩,juǎn,to bend iron
金 167.8,5747,5482,0.0000004393,,13,锗,zhě,germanium
金 167.8,5806,5483,0.0000004083,,13,锛,bēn,adze
金 167.8,5922,5484,0.0000003566,,13,锜,qí,a kind of pen; a kind of chisel
金 167.8,5967,5492,0.0000003411,,13,锱,zī,8 oz; an ancient unit of weight
金 167.8,6015,5485,0.0000003204,,13,锝,dé,technetium
金 167.8,6097,7533,0.0000002842,,13,锪,huō,a kind of tool
金 167.8,6117,5486,0.0000002739,,13,锞,kè,ingot; acrobatic move
金 167.8,6146,7528,0.0000002636,,13,锖,qiāng,the color of the a mineral
金 167.8,6147,7530,0.0000002636,,13,锘,nuò,nobelium (No)
金 167.8,6189,7536,0.0000002429,,13,锬,tán,long spear
金 167.8,6266,7535,0.0000002170,,13,锫,péi,berkelium
金 167.8,6483,,0.0000001550,,16,錯,cuò,"error, blunder, mistake, wrong"
金 167.8,6920,,0.0000000723,,16,錄,lù,"copy, write down, record"
金 167.8,7113,,0.0000000517,,16,鋹,chǎng,sharp; a keen edge; sharp point
金 167.8,7394,,0.0000000362,,16,鋼,gāng,"steel; hard, strong, tough"
金 167.8,7486,,0.0000000310,,16,錏,yā,soft steel; ammonium
金 167.8,7520,,0.0000000310,,16,錆,qiāng,the color of a mineral
金 167.8,7603,,0.0000000258,,16,錞,chún,instrument
金 167.8,7650,,0.0000000258,,16,錫,xī,"tin, stannum; bestow, confer"
金 167.8,7724,,0.0000000207,,16,鋾,táo,
金 167.8,7832,,0.0000000207,,11,铔,yà,soft steel; ammonium
金 167.8,7957,7531,0.0000000155,,13,锳,yīng,(onom.) ring; tinkle
金 167.8,8099,,0.0000000155,,16,鋸,jù,a saw; to saw; amputate
金 167.8,8100,,0.0000000155,,16,錐,zhuī,"gimlet, awl, drill, auger; bore"
金 167.8,8304,,0.0000000103,,16,鋻,jiàn,variant of 鉴
金 167.8,8426,,0.0000000103,,16,録,lù,copy
金 167.8,8694,,0.0000000103,,16,錃,bēi,
金 167.8,8695,,0.0000000103,,16,錈,juǎn,to bend iron
金 167.8,8765,,0.0000000103,,16,錣,zhuì,armor neckplates
金 167.8,9302,,0.0000000052,,16,鋺,yuǎn,a metal bowl
金 167.8,9303,,0.0000000052,,16,錗,nèi,
金 167.8,9304,,0.0000000052,,16,錥,yù,
金 167.8,9603,,0.0000000052,,16,鋷,zuì,
金 167.8,9604,,0.0000000052,,16,錠,dìng,"spindle, slab, cake, tablet"
金 167.8,9605,,0.0000000052,,16,錦,jǐn,"brocade, tapestry; embroidered"
金 167.8,9784,,0.0000000052,,14,鉼,bǐng,plate; (Cant.) a penny
金 167.8,9823,,0.0000000052,,16,錋,péng,
金 167.8,9911,,0.0000000052,,16,錧,guǎn,
金 167.8,—,7529,0.0000000000,,13,𫓹,jī,hoe
金 167.8,—,7534,0.0000000000,,13,𬭚,chún,bell used in ancient China
金 167.8,—,7537,0.0000000000,,13,𬭛,bō,(chemistry) bohrium (Bh)
金 167.9,2531,3114,0.0000185836,4,14,锻,duàn,"forge metal; temper, refine"
金 167.9,3931,3115,0.0000031782,,14,镀,dù,"plate, coat, gild"
金 167.9,3953,5738,0.0000031110,,14,锵,qiāng,"tinkle, clang, jingle"
金 167.9,4023,5739,0.0000029302,,14,镁,měi,magnesium
金 167.9,4137,3113,0.0000025788,,14,锹,qiāo,shovel
金 167.9,4201,7679,0.0000023824,,14,锺,zhōng,"cup, glass, goblet; surname"
金 167.9,4301,5740,0.0000021550,,14,镂,lòu,"carve, inlay, engrave, tattoo"
金 167.9,4710,5736,0.0000012868,,14,锷,è,"high, lofty; edge of knife"
金 167.9,4735,6309,0.0000012506,,17,鍪,móu,an iron pan; a metal cap
金 167.9,4771,5733,0.0000011938,,14,锲,qiè,"sickle; cut, carve, engrave"
金 167.9,4916,5734,0.0000010232,,14,锴,kǎi,high quality iron
金 167.9,5182,5735,0.0000007958,,14,锶,sī,strontium
金 167.9,5426,5737,0.0000006305,,14,锸,chā,"spade, shovel; marking pin"
金 167.9,5940,7680,0.0000003514,,14,锼,sōu,carve
金 167.9,5941,7684,0.0000003514,,14,锿,āi,einsteinium (Es)
金 167.9,6016,7687,0.0000003204,,14,镅,méi,americium
金 167.9,6098,7686,0.0000002842,,14,镄,fèi,fermium
金 167.9,6247,7683,0.0000002222,,14,锾,huán,"measure; money, coins"
金 167.9,6577,,0.0000001292,,17,鍬,qiāo,shovel
金 167.9,6801,,0.0000000879,,17,鍏,wéi,spade
金 167.9,6907,,0.0000000723,,16,鍩,tiǎn,nobelium
金 167.9,6963,,0.0000000672,,16,鍋,guō,"cooking-pot, saucepan"
金 167.9,7136,,0.0000000517,,16,鍵,jiàn,"door bolt, lock bolt; key"
金 167.9,7316,7681,0.0000000362,,14,锽,huáng,weapon
金 167.9,7691,,0.0000000258,,17,鍊,liàn,"smelt metals, forge; refine"
金 167.9,7892,,0.0000000207,,17,鍛,duàn,"forge metal; temper, refine"
金 167.9,7893,,0.0000000207,,17,鍦,shī,
金 167.9,8063,,0.0000000155,,17,鍧,hōng,
金 167.9,8064,,0.0000000155,,17,鍼,zhēn,"needle, pin, tack; prick; inject"
金 167.9,8184,,0.0000000155,,17,鍍,dù,"plate, coat, gild"
金 167.9,8185,,0.0000000155,,17,鍎,tú,
金 167.9,8366,,0.0000000103,,17,鍑,fù,
金 167.9,8427,,0.0000000103,,17,鍮,tōu,brass
金 167.9,8428,,0.0000000103,,17,鍸,hú,"food, gruel"
金 167.9,8549,,0.0000000103,,17,鍔,è,"high, lofty; edge of knife"
金 167.9,8697,,0.0000000103,,16,錨,máo,anchor
金 167.9,8698,,0.0000000103,,17,鍤,chā,"spade, shovel; marking pin"
金 167.9,8705,7685,0.0000000103,,14,镃,zī,hoe; mattock
金 167.9,9026,,0.0000000052,,17,鍳,jiàn,
金 167.9,9172,,0.0000000052,,17,鍐,zōng,"a headstall, ornament on a bride"
金 167.9,9305,,0.0000000052,,17,鍓,jí,
金 167.9,9306,,0.0000000052,,17,鍟,xīng,(Cant.) rust
金 167.9,9733,,0.0000000052,,17,鍥,qiè,"sickle; cut, carve, engrave"
金 167.9,9734,,0.0000000052,,17,鎇,méi,americium
金 167.9,9912,,0.0000000052,,17,鍚,yáng,frontlet
金 167.9,9913,,0.0000000052,,17,鍱,yè,thin plates of metal
金 167.9,—,7678,0.0000000000,,14,𨱏,dā,technetium
金 167.9,—,7682,0.0000000000,,14,𬭤,hóu,arrow
長 168.0,109,127,0.0017681700,2,4,长,zhǎng,long; length; excel in; leader
長 168.0,4933,,0.0000010129,,8,長,zhǎng,long; length; excel in; leader
長 168.5,9614,,0.0000000052,,12,镻,dié,name of poisonous snake in ancient text
門 169.0,185,55,0.0010995586,1,3,门,mén,"gate, door, entrance, opening"
門 169.0,6028,,0.0000003152,,8,門,mén,"gate, door, entrance, opening"
門 169.1,4110,3522,0.0000026718,,4,闩,shuān,"bolt, latch, crossbar"
門 169.10,3452,5554,0.0000055916,,13,阙,quē,watch tower; palace
門 169.10,4228,5552,0.0000023204,,13,阖,hé,"close; whole, entire; all; leaf"
門 169.10,4696,4318,0.0000013075,,9,闿,kǎi,open; peaceful
門 169.10,5190,5553,0.0000007855,,13,阗,tián,a place in Xinjiang province
門 169.10,7178,7579,0.0000000465,,13,阘,dá,upper-story door or window
門 169.10,7995,,0.0000000155,,18,闒,tà,upper-story door or window
門 169.10,8389,,0.0000000103,,18,闕,què,watch tower; palace
門 169.10,—,7580,0.0000000000,,13,𫔶,niè,short vertical wooden divider of a doorway; gate on the outer city wall
門 169.11,5221,,0.0000007700,,19,關,guān,frontier pass; close; relation
門 169.11,6176,5789,0.0000002532,,14,阚,hǎn,"glance, peep; roar, growl"
門 169.11,8429,,0.0000000103,,19,闚,kuī,flash; flashing; steal look
門 169.11,9316,,0.0000000052,,19,闛,táng,
門 169.12,9621,,0.0000000052,,20,闡,chǎn,"explain, clarify, elucidate"
門 169.12,9738,,0.0000000052,,20,闟,xì,peacefully; quietly
門 169.13,7442,,0.0000000310,,16,阛,huán,wall around market place
門 169.13,8068,,0.0000000155,,21,闢,pì,"open; settle, develop, open up"
門 169.2,1113,305,0.0001314030,4,5,闪,shǎn,"flash; avoid, dodge, evade"
門 169.2,7289,,0.0000000413,,10,閃,shǎn,"flash; avoid, dodge, evade"
門 169.3,137,528,0.0014895660,1,6,问,wèn,"ask about, inquire after"
門 169.3,1267,527,0.0001008506,4,6,闭,bì,"shut, close; obstruct, block up"
門 169.3,2129,529,0.0000307694,5,6,闯,chuǎng,"rush in, burst in, charge in"
門 169.3,5593,6546,0.0000005323,,6,闫,yàn,village gate
門 169.3,6127,,0.0000002739,,11,閉,bì,"shut, close; obstruct, block up"
門 169.4,135,847,0.0015101857,1,7,间,jiān,"midpoint, space; place, locality"
門 169.4,1529,846,0.0000688151,5,7,闲,xián,"fence, guard; defend; idle time"
門 169.4,1830,848,0.0000450016,7–9,7,闷,mèn,"gloomy, depressed, melancholy"
門 169.4,3643,3763,0.0000044599,,7,闵,mǐn,"mourn, grieve; urge on, incite"
門 169.4,4183,845,0.0000024289,,7,闰,rùn,"intercalary; extra, surplus"
門 169.4,4575,3761,0.0000015297,,7,闱,wéi,"gate, door; living quarters"
門 169.4,4797,6609,0.0000011576,,7,闶,kāng,door
門 169.4,4878,,0.0000010697,,12,間,jiān,"interval, space; place, between"
門 169.4,5038,,0.0000009147,,12,開,kāi,"open; initiate, begin, start"
門 169.4,5087,3762,0.0000008734,,7,闳,hóng,"gate, barrier; wide, vast, expand"
門 169.4,7043,,0.0000000568,,12,閒,xián,"liesure; idle; peaceful, tranquil, calm"
門 169.4,7715,,0.0000000258,,12,閗,dòu,variant of 鬥|斗
門 169.4,9176,,0.0000000052,,12,閔,mǐn,"mourn, grieve; urge on, incite"
門 169.4,9401,,0.0000000052,,12,閏,rùn,"intercalary; extra, surplus"
門 169.4,9615,,0.0000000052,,12,閑,xián,"fence, barrier; defend; idle time"
門 169.5,1336,1228,0.0000918017,4,8,闹,nào,quarrel; dispute hotly
門 169.5,3280,1227,0.0000069869,7–9,8,闸,zhá,"sluice; flood gate, canal lock"
門 169.5,7023,,0.0000000568,,13,閟,bì,"hide, keep secret; hideaway"
門 169.5,7833,,0.0000000207,,13,閛,pēng,the sound of opening or closing the door
門 169.6,825,1636,0.0002183572,2,9,闻,wén,hear; smell; make known; news
門 169.6,1682,1639,0.0000547534,7–9,9,阁,gé,"chamber, pavilion; cabinet"
門 169.6,2671,1638,0.0000153485,7–9,9,阀,fá,powerful and influential group
門 169.6,3306,1637,0.0000067544,,9,闽,mǐn,fujian province; a river; a tribe
門 169.6,3347,1635,0.0000063875,7–9,9,闺,guī,"small arched door; boudoir, lady's chamber"
門 169.6,4004,4319,0.0000029663,7–9,9,阂,hé,blocked or separated; to prevent
門 169.6,4175,4317,0.0000024444,,9,闾,lǘ,village of twenty-five families
門 169.6,4824,4316,0.0000011214,,9,闼,tà,door; gate
門 169.6,7104,,0.0000000517,,14,閤,gé,small side door; chamber
門 169.6,7490,,0.0000000310,,14,閣,gé,"chamber, pavilion; cabinet"
門 169.6,8221,,0.0000000155,,14,䦶,zhèng,(simplified form of 䦛) to struggle; struggle; to strive
門 169.6,9315,,0.0000000052,,14,閧,hòng,"boisterous; clamor, noise"
門 169.6,9846,,0.0000000052,,14,関,guān,frontier pass; close; relation
門 169.7,1489,2048,0.0000726962,4,10,阅,yuè,"examine, inspect, review, read"
門 169.7,4798,4630,0.0000011576,,10,阄,jiū,lots (to be drawn); draw lots
門 169.7,5334,4632,0.0000006873,,10,阆,láng,"high door; high gate; high, lofty"
門 169.7,5356,4629,0.0000006718,,10,阃,kǔn,threshold; inner appartments; woman
門 169.7,6544,,0.0000001395,,15,閱,yuè,"examine, inspect, review, read"
門 169.7,6693,,0.0000001085,,15,䦟,wěn,"to struggle; struggle; to strive, firm; stable; secure"
門 169.7,7137,,0.0000000517,,14,閮,tíng,
門 169.7,7895,,0.0000000207,,15,閯,shà,
門 169.7,8067,,0.0000000155,,14,閭,lǘ,village of twenty-five families
門 169.7,8706,,0.0000000103,,15,閬,làng,"high door; high gate; high, lofty"
門 169.7,9616,,0.0000000052,,14,閰,jú,
門 169.7,9617,,0.0000000052,,15,閳,chǎn,
門 169.7,9618,,0.0000000052,,15,閴,qù,quiet
門 169.8,2197,2397,0.0000285886,7–9,11,阐,chǎn,"explain, clarify, elucidate"
門 169.8,2473,2396,0.0000197567,7–9,11,阎,yán,village gate; surname
門 169.8,3814,4947,0.0000035762,,11,阉,yān,castrate; eunuch
門 169.8,4701,4946,0.0000012920,,11,阈,yù,"threshold; separated, confined"
門 169.8,4894,4949,0.0000010491,,11,阋,xì,"feud, fight, quarrel"
門 169.8,5091,4951,0.0000008630,,11,阏,è,"block, obstruct, stop up"
門 169.8,5242,7227,0.0000007493,,11,阌,wén,"wen xiang, Henan province"
門 169.8,5275,4950,0.0000007235,,11,阍,hūn,"gatekeeper; gate, door"
門 169.8,5926,4948,0.0000003566,,11,阊,chāng,gate of heaven; main gate of a palace
門 169.8,7521,,0.0000000310,,16,閶,chāng,gate of heaven; main gate of palace
門 169.8,7692,,0.0000000258,,17,闀,xiàng,
門 169.8,7896,,0.0000000207,,16,閺,wén,to look down
門 169.8,7897,,0.0000000207,,16,閻,yán,village gate; surname
